number of bathrooms,living area,number of floors,waterfront present,number of views,grade of the house,Area of the basement,living_area_renov
2.0,2360,2.0,0,3,8,800,2000
2.75,2330,1.0,0,0,7,780,1750
2.25,2280,2.0,0,2,8,0,1920
2.5,2990,2.0,0,0,8,0,2990
1.0,1270,1.0,0,0,7,170,1670
2.25,2060,2.0,0,0,8,0,2160
2.25,1650,1.0,0,0,8,0,2180
1.0,1657,2.0,0,0,7,0,2050
2.5,3250,2.0,0,0,8,0,3030
1.0,1430,1.0,0,0,7,450,1450
2.0,1960,1.5,0,0,7,700,1670
2.5,1870,1.0,0,0,7,620,1550
2.5,3010,2.0,0,0,8,0,1090
1.75,1890,1.0,0,0,8,0,1920
1.75,1920,1.0,0,0,7,450,1820
2.5,2420,1.0,0,0,8,890,1670
1.0,840,1.0,0,0,7,0,1240
2.5,2400,2.0,0,0,8,0,2710
4.0,2280,1.0,0,0,7,1010,1760
1.75,2100,1.5,0,0,7,380,1850
2.0,2630,1.0,0,1,8,1300,1900
3.25,3760,2.0,0,0,8,1020,3280
1.5,1620,1.0,0,0,7,0,1890
2.25,2280,1.0,0,0,7,0,2280
2.5,2090,2.0,0,0,8,0,2250
1.75,1850,1.0,0,0,7,730,1610
1.75,1830,1.0,0,0,7,0,1860
2.0,1710,1.0,0,2,7,0,1700
2.5,2300,2.0,0,0,7,0,2300
1.5,1650,1.0,0,0,8,520,1400
1.75,2200,1.0,0,0,7,930,1850
2.5,1760,1.0,0,0,8,0,2310
1.0,1430,1.0,0,0,7,320,1380
2.5,1840,1.0,0,0,7,550,2160
1.0,980,1.0,0,0,7,0,1200
1.75,1700,1.0,0,0,7,850,1620
1.75,2160,1.0,0,0,7,800,1880
3.5,3020,2.0,0,0,7,0,900
1.75,1380,1.0,0,0,7,450,1320
1.75,1690,1.0,0,0,7,500,1300
1.0,960,1.0,0,0,7,0,1020
1.75,2140,2.5,0,0,8,0,2030
1.75,1440,1.0,0,0,6,720,960
1.0,1160,1.0,0,0,7,0,1160
2.0,1550,1.0,0,0,8,0,1860
1.75,1880,1.0,0,0,7,0,2230
1.0,520,1.0,0,0,6,0,1030
1.0,1380,1.0,0,0,7,0,1320
1.75,1420,2.0,0,0,7,460,1340
1.0,2350,1.0,0,0,7,800,1500
1.75,2090,1.0,0,0,8,730,2040
1.75,1580,1.0,0,0,7,0,1460
2.5,2050,2.0,0,0,8,0,2050
2.0,1480,1.0,0,0,7,0,1450
1.75,1840,1.0,0,0,7,630,1620
2.25,1880,2.0,0,0,7,0,1580
1.75,1397,1.0,0,0,7,0,1950
1.0,1150,1.0,0,0,6,150,1340
2.0,1980,1.5,0,0,6,0,1360
2.5,1650,2.0,0,0,7,0,1460
2.75,1770,1.0,0,0,8,520,2070
2.0,1510,2.0,0,0,7,0,1570
1.0,940,1.0,0,0,7,0,1450
1.0,840,1.0,0,0,6,0,1260
3.25,3480,3.0,0,0,8,0,2200
2.75,3340,1.0,0,0,10,790,3340
1.75,2320,2.0,0,3,8,280,3110
3.5,2840,2.0,0,0,10,920,1300
3.25,4030,2.0,0,0,9,0,3470
2.75,3210,2.0,0,0,9,0,3190
2.5,3050,2.0,0,0,10,0,3543
2.0,2640,1.0,0,1,8,1000,2880
2.5,2800,1.0,0,0,8,1400,2510
4.0,3430,2.0,0,0,10,1040,3240
2.75,2390,2.0,0,0,7,250,1980
2.75,2070,1.0,0,0,7,680,1850
2.25,3440,2.0,0,3,10,1250,3470
2.5,2270,2.0,0,0,9,0,2450
2.5,4070,2.0,0,0,10,0,4070
2.25,2450,2.0,0,0,8,0,2410
2.0,1870,1.0,0,0,8,640,1780
2.5,2350,2.0,0,0,7,610,1590
2.5,2980,2.0,0,0,10,0,3080
2.5,4260,1.5,0,0,8,160,2430
2.0,2270,2.0,0,0,7,0,1320
1.5,1740,1.0,0,0,8,0,1930
3.25,2590,1.0,0,0,7,1260,1560
1.75,1760,1.0,0,0,7,840,1680
2.0,1870,1.0,0,0,8,0,1870
2.25,3550,2.0,0,0,8,0,2110
2.5,2270,2.0,0,0,9,0,2580
2.5,2280,2.0,0,0,9,0,2330
1.75,1560,1.0,0,0,7,0,1510
2.5,2990,2.0,0,0,9,0,2790
2.25,2590,1.0,0,0,8,1150,2580
3.0,2260,2.0,0,0,7,0,1320
2.5,2940,2.0,0,2,9,1070,2940
2.5,1910,2.0,0,0,8,0,1940
2.5,2220,2.0,0,0,8,0,1930
2.75,1890,2.0,0,0,9,0,1800
2.5,2430,2.0,0,0,8,0,1770
2.0,1440,2.0,0,0,9,480,1440
2.0,2360,2.0,0,0,7,0,1650
1.75,2380,1.0,0,2,8,1190,2350
1.0,890,1.0,0,0,6,0,1190
2.5,2620,1.0,0,0,7,1100,1880
1.5,1310,2.0,0,0,7,0,1310
1.0,1250,1.0,0,0,6,0,1250
1.75,1850,1.0,0,0,7,750,1480
2.75,2330,1.0,0,0,7,530,1480
1.0,1590,1.5,0,0,6,0,1320
1.0,990,1.0,0,0,7,0,1230
1.75,1760,1.0,0,0,7,910,1150
2.5,1380,2.0,0,0,9,220,1380
1.75,1670,1.0,0,2,7,600,1660
1.75,1010,1.0,0,0,7,340,1500
1.0,1120,1.0,0,1,6,370,1530
2.0,2250,1.5,0,0,7,500,1540
2.5,1780,2.0,0,0,7,0,1990
2.0,840,1.5,0,0,6,0,1430
2.25,1950,1.0,0,0,8,600,2150
1.0,1600,2.0,0,0,7,0,1310
1.0,970,1.0,0,0,7,0,2040
2.5,2240,2.0,0,0,7,0,2619
1.75,1210,1.0,0,0,7,0,1670
1.0,1330,1.5,0,0,7,0,1220
2.5,2780,1.0,0,0,8,1390,1790
2.25,1650,1.0,0,0,7,150,1420
2.25,1980,1.0,0,0,7,810,1610
1.0,1310,1.0,0,0,7,0,1600
1.5,1420,1.0,0,0,7,0,1540
2.25,1560,2.0,0,0,7,0,1920
2.5,1360,2.0,0,0,7,0,1360
1.5,1690,1.0,0,0,5,0,1690
1.0,1250,1.0,0,0,6,0,1040
1.0,1340,1.5,0,0,6,0,1210
1.75,1520,1.0,0,0,5,0,1240
1.5,1010,1.0,0,0,6,0,980
1.0,1190,1.0,0,0,6,0,1230
1.0,730,1.0,0,0,4,0,1790
1.0,860,1.0,0,0,6,0,1140
3.0,4280,1.0,0,4,11,2100,2490
2.75,2620,1.0,0,1,9,0,3400
4.25,5550,2.0,0,0,11,0,4750
2.5,2910,2.0,0,0,10,0,2480
3.5,3530,2.0,0,0,10,0,2660
2.5,3890,2.0,0,2,10,0,3160
3.5,3740,2.0,0,2,11,0,3750
2.0,2440,2.0,0,0,8,0,1640
2.5,2720,2.0,1,4,7,0,1870
2.75,2900,1.0,0,2,9,1150,2900
3.0,2630,1.0,0,0,9,0,2660
2.75,2010,2.0,0,0,8,0,1420
2.5,2470,3.0,0,0,8,0,1270
1.75,1930,1.0,0,0,9,700,2300
1.75,1480,1.0,0,2,8,0,1850
3.5,3040,2.0,0,0,9,620,3470
3.5,2510,2.0,0,0,8,520,2560
2.5,2410,2.0,0,0,9,0,2240
1.0,1390,1.5,0,0,7,0,1430
2.5,2260,1.0,0,0,9,0,2400
1.0,1160,1.0,0,0,7,250,1220
2.5,2520,2.0,0,0,8,0,2230
1.5,1810,1.0,0,1,8,460,2020
1.0,1550,1.0,0,0,7,500,1550
2.5,1960,2.0,0,0,8,0,2040
1.75,2550,1.0,0,0,8,660,2560
1.75,1930,1.0,0,0,8,0,1810
1.0,1640,1.0,0,0,7,600,1780
2.5,2110,2.0,0,3,9,0,2390
1.75,2140,1.0,0,0,7,1070,1240
1.5,1780,1.0,0,0,7,700,1660
2.25,3020,1.0,0,0,7,1510,1760
2.5,2170,1.0,0,0,7,750,1710
2.0,1430,1.0,0,0,7,0,1530
1.75,1750,1.0,0,0,7,0,1810
2.5,2120,2.0,0,0,7,0,2530
2.5,1920,2.0,0,0,8,0,1830
1.0,1760,1.0,0,0,8,450,1350
1.0,1060,1.0,0,0,7,0,1470
2.0,2280,2.0,0,0,8,0,1900
1.0,1030,1.0,0,0,7,0,1890
2.0,1590,1.0,0,0,7,0,1320
3.0,1490,2.0,0,0,7,530,1590
1.75,2290,1.0,0,0,7,1100,1870
2.0,1640,1.0,0,0,7,0,1340
2.0,1410,1.0,0,0,6,0,2090
2.5,2689,2.0,0,0,9,0,2665
2.5,2390,2.0,0,0,9,0,2600
2.5,2570,2.0,0,0,9,0,2520
1.75,1780,1.0,0,0,7,0,1160
2.5,1990,1.5,0,0,8,580,1660
2.5,2020,2.0,0,0,7,0,2210
3.25,1210,2.0,0,0,8,210,1650
1.75,1530,1.0,0,0,6,620,1310
1.75,1820,1.0,0,0,7,0,1440
1.75,1470,1.0,0,0,7,340,1590
2.75,2150,1.0,0,0,8,810,2260
1.0,700,1.0,0,0,6,0,1150
1.5,1010,2.0,0,0,7,0,1210
2.0,1500,3.0,0,0,7,0,1500
1.0,890,1.0,0,0,6,0,1160
1.0,1260,1.0,0,0,6,0,1180
1.0,1580,1.0,0,0,7,0,1180
1.0,1160,1.0,0,0,7,0,1600
1.0,1650,1.0,0,0,7,0,1650
1.0,880,1.0,0,0,6,0,1190
1.75,1400,1.0,0,0,7,0,1210
2.5,1820,1.0,0,0,7,400,1710
1.0,1470,1.5,0,0,4,0,1670
1.0,710,1.0,0,0,6,0,940
2.0,1380,2.0,0,0,7,0,1460
1.0,1080,1.0,0,0,6,0,1080
1.0,1120,1.0,0,0,7,0,1690
1.75,1190,1.0,0,0,7,0,2240
1.0,950,1.0,0,0,6,0,1000
1.0,1280,1.0,0,0,6,0,1170
1.0,830,1.0,0,0,6,0,1092
1.0,980,1.0,0,0,6,0,1140
2.25,4910,2.5,0,0,10,1330,3280
3.5,4700,1.0,0,2,11,2040,3770
3.5,4340,2.0,0,0,11,0,3430
3.5,4270,2.0,0,2,10,0,4190
2.5,2790,2.0,0,0,9,0,2650
3.25,3720,2.0,0,2,11,0,4040
1.0,1220,1.0,0,0,7,0,1910
3.0,3720,1.0,0,0,9,1790,3160
3.5,3460,2.0,0,0,10,0,3380
3.25,3020,1.0,0,0,9,0,2120
3.0,2900,2.0,0,0,10,0,2900
2.5,2640,1.5,0,3,10,0,1500
2.5,2930,2.0,0,2,9,0,3720
2.5,3270,2.0,0,0,9,0,3120
2.0,2100,1.0,0,0,9,0,2290
2.5,2570,2.0,0,0,9,0,2760
4.0,1550,1.5,0,0,7,0,1830
3.0,2820,1.5,0,0,7,960,1570
2.5,2290,2.0,0,0,8,0,2290
1.0,1270,1.5,0,0,7,0,1710
2.5,2110,1.0,0,0,7,580,1420
2.25,3340,2.0,0,0,8,0,2460
2.5,3440,2.0,0,0,10,0,3200
2.25,2880,1.0,0,0,8,960,2410
1.75,2720,1.0,0,0,8,1210,2120
2.5,2380,2.0,0,0,8,0,1370
2.0,2060,1.0,0,0,9,0,2110
2.0,1810,2.0,0,0,9,0,1760
2.25,2900,2.0,0,0,9,0,2510
2.5,2560,2.0,0,0,8,0,2120
2.5,2590,2.0,0,0,8,0,2320
2.75,2720,1.0,0,4,7,1020,2820
2.5,1990,2.0,0,0,10,470,1710
1.75,1270,1.5,0,0,7,0,1490
3.25,3450,2.0,0,0,8,0,1420
1.5,2710,1.5,0,0,7,540,2130
1.5,1080,1.0,0,2,6,0,2080
2.5,2320,2.0,0,0,8,0,2330
1.0,1540,1.0,0,0,7,450,1820
2.0,1420,1.0,0,0,7,0,2020
1.5,2700,1.5,0,0,9,0,1670
1.75,1860,1.5,0,0,8,0,1410
2.5,1470,2.0,0,0,8,310,1470
2.5,1980,2.0,0,0,8,0,2090
2.5,2210,2.0,0,0,8,0,2250
1.0,1760,1.5,0,0,6,0,1320
2.25,2670,1.0,0,0,8,500,1880
1.75,2390,1.0,0,0,7,830,1750
1.5,2500,1.0,0,0,7,1250,1640
2.5,2000,2.0,0,0,8,0,1930
2.5,2190,2.0,0,0,8,0,2190
1.0,1520,1.5,0,0,7,0,1520
1.5,720,1.0,0,1,5,0,2600
1.75,1390,2.0,0,0,7,0,1430
1.75,1340,1.0,0,0,7,0,1950
2.5,1600,2.0,0,0,8,0,1608
1.0,1400,1.0,0,0,6,0,1430
2.5,1940,2.0,0,0,7,0,1870
1.5,1610,1.0,0,0,6,600,1320
2.0,1390,2.0,0,0,8,0,1264
2.0,1140,1.0,0,0,7,0,1130
1.75,1330,1.0,0,0,7,0,1330
1.0,1010,1.0,0,0,7,0,1010
1.0,670,1.0,0,0,6,0,1220
1.75,1770,1.0,0,0,8,500,2120
1.0,1360,1.0,0,0,7,340,1480
1.0,1280,1.0,0,0,6,0,1260
1.75,1300,1.0,0,0,7,0,1300
1.0,720,1.0,0,0,5,0,840
1.75,1510,1.0,0,0,7,530,1500
1.0,1280,1.0,0,0,6,0,1020
1.5,1010,1.0,0,0,6,0,1270
1.0,960,1.0,0,0,7,0,1250
1.0,760,1.0,0,0,6,0,980
3.75,3530,2.0,0,0,10,0,3340
1.75,1160,1.0,0,0,7,120,1530
1.5,1310,2.0,0,0,7,0,1310
2.25,1870,2.0,0,0,7,0,1870
2.5,2242,2.0,0,0,8,0,2009
2.5,2470,2.0,0,0,9,0,2820
2.5,2990,1.0,0,0,7,1440,1800
1.75,1590,1.5,0,0,6,0,1800
3.25,2610,2.0,1,4,9,0,2590
4.5,6070,2.0,0,0,11,0,4750
3.75,3290,2.0,0,0,10,1100,2010
3.0,3230,2.0,0,3,10,1010,2330
2.5,3670,1.0,0,4,10,1140,2920
2.5,2660,3.0,0,3,9,790,1640
2.5,3940,2.0,0,0,8,1320,1790
3.75,3180,2.0,0,0,9,680,2910
2.75,2580,2.0,0,1,8,800,2840
2.5,3545,1.0,0,0,10,935,3630
1.0,1820,1.5,0,0,8,0,1820
3.0,3060,1.0,0,2,8,600,2740
1.75,1490,1.0,0,0,7,0,2280
2.25,2180,1.0,0,0,8,810,2090
1.0,1210,1.0,0,0,8,430,1860
2.5,3040,2.0,0,0,10,0,2990
2.75,2440,1.0,0,0,10,800,1890
2.0,1720,2.0,0,0,8,0,1720
1.75,2100,1.5,0,0,8,0,1830
2.0,1940,1.0,0,3,7,850,1700
1.0,1210,2.0,0,0,8,0,1560
1.0,1110,1.5,0,0,6,140,1884
3.5,4300,2.0,0,0,10,1590,3520
2.5,2640,1.5,0,0,7,800,1720
2.5,2320,2.0,0,0,8,0,2580
2.5,2040,2.0,0,0,8,0,2130
1.5,1370,1.5,0,0,7,0,2030
1.0,1090,1.5,0,0,8,0,1570
1.0,1440,1.5,0,0,7,0,1700
1.75,1730,1.0,0,0,8,0,2180
2.5,2280,2.5,0,3,9,0,2240
1.75,1430,2.0,0,0,8,0,2100
1.5,1550,1.0,0,0,7,0,1970
2.0,1360,1.5,0,0,7,0,1960
2.5,1950,2.0,0,0,7,400,1540
1.5,1420,1.0,0,0,7,370,1580
2.0,2410,2.0,0,0,9,0,1910
2.0,1820,3.0,0,0,9,0,1710
1.75,1250,1.0,0,0,7,0,1680
2.5,1690,2.0,0,0,7,0,2120
2.25,1520,2.0,0,0,7,0,1530
2.5,1650,2.0,0,0,7,130,1520
1.75,1620,1.5,0,0,7,0,1560
2.0,1600,1.0,0,0,7,0,1600
2.5,2640,2.0,0,0,7,0,2460
2.5,2180,1.0,0,0,7,980,1840
1.75,1610,1.0,0,0,7,0,2220
1.0,980,1.0,0,0,7,0,1500
1.0,1130,1.0,0,0,7,140,1800
2.5,2770,1.0,0,0,7,870,1850
3.5,1370,2.0,0,0,8,270,1370
1.75,2120,1.0,0,0,7,1060,1530
1.0,1290,1.0,0,0,7,0,1540
1.0,780,2.0,0,0,7,0,1130
2.75,2760,1.0,0,0,8,1360,2340
1.75,1120,1.0,0,0,7,0,2530
1.0,850,1.0,0,0,7,0,1230
1.0,940,1.0,0,0,6,0,1180
2.5,2506,2.0,0,0,8,0,2441
2.0,970,1.0,0,0,7,0,1230
1.75,1610,1.0,0,0,7,0,2050
1.75,1250,1.0,0,0,7,0,1340
1.0,1070,1.0,0,0,7,0,1840
2.5,1780,2.0,0,0,9,0,2650
1.75,2110,1.0,0,0,7,1010,2020
2.5,1420,2.0,0,0,8,110,1180
2.5,1785,2.0,0,0,8,0,1691
2.25,1990,1.0,0,0,8,810,2030
2.5,2010,2.0,0,0,7,0,1550
1.5,1240,2.0,0,0,8,40,1410
1.5,1580,1.0,0,0,7,530,2240
1.5,1160,2.0,0,0,7,270,1160
2.5,1620,2.0,0,0,8,0,1650
1.0,1240,1.0,0,0,6,0,1990
1.0,980,1.0,0,0,7,0,1430
1.0,1040,1.0,0,0,7,0,1200
1.5,1210,1.0,0,0,7,0,1370
2.0,1230,1.5,0,0,6,0,1080
1.75,1020,1.0,0,0,6,0,1160
1.0,800,1.0,0,0,6,0,2390
1.0,760,1.0,0,0,6,0,1220
2.5,3440,1.5,1,3,10,1180,4230
3.25,3440,2.0,0,0,9,880,3110
1.75,1910,2.0,0,0,9,0,2050
3.25,4010,2.0,0,0,11,0,4010
3.5,3500,2.0,0,0,9,650,3640
1.75,4060,2.0,0,3,10,1170,1860
2.5,3510,2.0,0,0,10,0,2890
3.5,3700,2.0,0,0,9,810,3620
2.5,3280,1.0,0,3,11,610,3280
2.25,2510,2.0,0,0,8,0,2450
2.5,3340,2.0,0,0,10,0,3730
3.25,2400,2.0,0,0,7,620,2100
3.0,2980,2.0,0,0,9,0,2710
2.5,3220,2.0,0,0,8,0,2550
3.0,3520,2.0,0,0,8,1420,3000
2.25,2490,2.0,0,0,8,0,2690
1.5,1560,1.0,0,0,7,360,1560
3.25,3230,2.0,0,0,9,0,2980
2.5,3370,2.0,0,0,9,0,2980
2.0,1670,1.0,0,1,7,0,2210
1.75,1740,1.0,0,0,7,870,1210
2.0,2100,1.0,0,0,7,1040,1920
3.5,2440,2.0,0,0,7,0,2000
1.5,1400,1.0,0,0,7,250,1530
3.5,2710,2.0,0,0,8,0,1590
2.5,2200,2.0,0,0,7,140,1660
1.75,1430,1.0,0,0,8,0,2040
1.75,1690,1.0,0,0,8,0,1270
2.5,2716,2.0,0,0,9,0,2580
1.75,1350,1.0,0,0,7,0,1100
2.5,2680,2.0,0,0,8,0,2640
2.75,1820,1.0,0,0,7,600,1630
2.0,1970,1.5,0,0,7,840,1500
2.5,3087,2.0,0,0,8,0,2927
1.75,1170,1.0,0,0,7,0,1200
2.0,1120,2.0,0,0,8,360,1120
3.0,2580,2.0,0,0,8,0,2010
2.5,2310,2.0,0,0,8,0,2310
2.5,1300,2.0,0,0,8,420,1300
1.0,840,1.0,0,0,7,0,1590
2.25,2130,1.0,0,0,8,860,1960
2.5,1480,2.0,0,0,7,0,1350
2.5,1680,2.0,0,0,7,0,1550
2.5,1790,2.0,0,0,8,0,1790
1.75,1380,1.0,0,0,7,0,1530
2.25,1950,2.0,0,0,8,0,1910
1.75,1290,1.0,0,0,7,0,1410
1.75,1320,1.5,0,0,7,0,1320
1.0,1100,1.5,0,0,6,0,960
1.0,1010,1.0,0,0,6,0,1010
3.5,3600,2.0,0,0,9,880,2270
2.5,3480,1.5,0,0,11,0,3960
3.25,4290,2.5,0,0,10,700,1920
3.25,4740,2.0,0,0,11,0,4800
2.25,3240,2.0,0,0,9,510,2610
2.5,2350,3.0,0,2,10,350,1950
3.25,3610,2.0,0,0,9,970,1980
2.25,3010,2.0,0,0,9,0,2510
3.5,4030,3.0,0,0,9,0,2130
1.75,1920,2.0,0,0,8,0,1920
2.5,3960,2.0,0,0,10,0,3290
2.5,2560,1.0,0,0,7,800,1760
2.5,3140,1.0,0,1,9,570,2530
2.75,3410,1.5,0,0,8,1280,2510
2.75,2310,1.0,0,0,8,1000,2820
2.5,3130,2.0,0,0,10,0,3130
2.5,2470,2.0,0,0,9,0,2450
3.0,2910,2.0,0,0,9,0,3040
2.5,1910,2.0,0,0,9,0,1910
2.5,3090,2.0,0,0,8,0,2200
2.5,1680,2.0,0,0,8,560,2060
2.0,2208,3.0,0,0,8,0,1760
2.5,2870,2.0,0,0,9,0,2870
2.5,2990,2.0,0,0,9,0,2980
3.0,2940,1.0,0,0,8,1300,2020
1.75,2350,1.0,0,2,8,0,3050
3.0,2600,1.0,0,0,8,1300,2150
2.5,3030,2.0,0,0,9,0,2310
1.75,1840,1.0,0,0,8,0,2850
1.0,1500,2.0,0,0,7,0,1350
2.5,3010,2.0,0,0,8,0,3250
2.75,2440,2.0,0,0,8,690,1920
2.5,1830,2.0,0,0,7,0,1850
2.5,3390,2.0,0,0,8,0,1960
2.25,1790,1.0,0,0,8,0,2290
1.75,2120,1.5,0,0,7,900,1850
2.25,1500,2.0,0,0,8,280,1460
1.75,1900,1.5,0,0,6,0,2070
1.75,2270,1.0,0,0,8,0,2440
2.0,1570,1.0,0,0,7,750,1510
2.25,2560,1.0,0,0,9,1280,2760
3.25,1510,2.0,0,2,8,280,1540
2.5,2080,2.0,0,0,9,0,2550
3.0,2800,2.0,0,0,8,0,2800
2.0,2320,1.0,0,0,8,0,1610
2.0,1880,2.0,0,0,7,0,1680
3.0,2420,2.0,0,0,8,0,1510
1.0,1070,1.0,0,0,7,240,1310
1.75,1550,1.0,0,3,7,720,1920
2.5,3370,2.0,0,0,7,0,2910
1.75,1480,1.0,0,0,7,610,1350
1.0,790,1.0,0,0,6,0,990
1.0,990,1.0,0,0,7,150,990
1.0,1710,1.0,0,0,7,610,1310
1.5,1010,1.0,0,0,7,0,1160
2.0,1470,1.0,0,0,7,0,1440
2.0,2195,1.0,0,0,7,1135,1710
1.0,1110,1.0,0,0,7,0,1510
2.25,1470,2.0,0,2,7,0,1400
1.5,1160,1.0,0,0,7,0,1500
2.5,2880,2.0,0,0,8,0,1960
1.0,1000,1.0,0,0,7,260,1480
1.0,980,1.0,0,0,6,0,1220
1.0,940,1.0,0,0,6,0,1290
2.5,2770,1.0,0,0,8,1170,2730
1.0,1100,1.5,0,0,6,0,980
2.5,1940,2.0,0,0,8,0,2030
2.5,2423,2.0,0,0,8,0,2495
1.0,1700,1.0,0,0,6,0,1500
1.0,1340,1.5,0,0,5,0,1340
1.0,1320,1.0,0,0,7,0,1320
2.5,1790,2.0,0,0,7,0,1790
1.5,1240,1.0,0,0,7,0,1845
2.0,1340,2.0,0,0,6,0,1290
2.0,1870,1.0,0,2,7,0,1770
1.5,1660,1.0,0,0,7,580,1500
1.0,1200,1.0,0,0,7,0,1200
1.0,1660,1.0,0,0,7,0,1660
1.0,1090,1.0,0,0,7,0,1090
1.0,920,1.0,0,0,6,0,960
1.0,1300,1.0,0,0,7,0,1300
1.0,710,1.0,0,0,6,0,1070
4.0,5190,2.0,0,1,11,0,3840
2.25,3370,1.0,1,4,10,1450,3410
4.5,3130,3.0,0,0,10,680,2540
3.25,3400,2.0,0,0,9,1110,3090
2.75,4110,2.0,0,1,9,980,2820
2.25,4320,2.0,0,0,7,1440,1880
2.5,1680,3.0,0,0,9,0,1680
1.0,1510,2.0,0,0,8,0,2140
2.75,3820,2.0,0,0,9,970,1860
2.5,3360,2.0,0,0,10,0,2980
2.5,2850,2.0,0,0,8,0,1720
2.25,1630,2.0,0,0,10,300,1570
2.5,3780,1.0,0,1,9,1890,2840
1.0,1580,2.0,0,2,8,0,2170
2.25,2550,2.0,0,0,9,0,2550
2.5,2580,2.0,0,0,9,0,3030
2.25,1710,2.0,0,0,9,570,1510
1.75,2250,1.5,0,0,7,830,1930
2.5,2100,1.0,0,2,7,860,2000
2.0,990,1.0,0,0,6,0,1650
1.75,2060,1.5,0,0,7,880,1730
2.5,2150,2.0,0,0,8,0,2150
2.5,1910,1.5,0,0,8,0,2230
2.25,1860,1.5,0,0,7,840,1180
2.0,1390,1.5,0,0,7,0,1440
2.5,2380,3.0,0,3,9,0,2270
2.5,1990,2.0,0,0,8,0,2280
1.75,1530,1.0,0,0,7,410,1360
1.0,1590,1.5,0,0,7,400,1590
2.5,2070,1.0,0,0,8,700,2070
1.0,1390,1.0,0,0,7,460,1710
1.75,1370,1.0,0,0,8,0,1180
3.75,3880,2.0,0,0,7,0,2160
2.5,2250,1.0,0,0,7,700,2090
1.75,1660,1.0,0,0,8,0,2210
2.25,1840,1.0,0,0,8,550,2110
1.75,1450,1.0,0,0,7,500,1850
1.75,2760,1.0,0,0,7,1380,1980
2.5,2090,2.0,0,0,8,0,2090
1.75,1510,1.0,0,0,8,0,1510
2.5,3080,2.0,0,0,9,0,2740
2.5,1800,2.0,0,0,8,0,1800
2.5,3380,2.0,0,0,8,1180,2060
2.5,2030,2.0,0,0,8,0,1360
1.0,790,1.0,0,0,7,0,1330
2.5,1280,2.0,0,0,7,0,1500
2.5,2420,2.0,0,0,8,0,1950
1.5,1210,2.0,0,0,8,190,1210
1.0,1140,1.0,0,0,7,240,1300
3.5,1522,2.0,0,0,8,274,1522
1.5,1510,1.0,0,0,7,390,1700
2.0,2320,2.0,0,0,8,0,2540
2.5,1340,2.0,0,0,8,190,1280
1.75,2120,2.0,0,0,8,0,1820
1.0,950,1.0,0,0,6,0,1540
2.75,2390,1.0,0,2,8,770,2390
1.5,1000,1.0,0,0,7,0,1000
1.5,1320,1.0,0,0,7,0,1380
1.5,893,2.0,0,0,8,0,1340
1.5,1140,1.0,0,0,7,0,1380
1.0,940,1.0,0,0,7,0,1800
1.5,1420,1.5,0,0,7,0,1560
1.5,1130,1.0,0,0,7,0,1320
2.5,1240,3.0,0,0,8,0,1410
1.0,1200,1.0,1,3,6,0,1670
1.0,790,1.0,0,0,7,0,960
2.75,2410,1.0,0,0,7,1100,1310
1.0,2080,1.0,0,0,7,1040,1920
2.75,2210,1.0,0,0,7,750,1590
2.5,1260,1.0,0,0,7,0,1430
1.5,1040,1.0,0,0,7,170,1760
3.0,2320,2.0,0,0,7,0,2050
2.25,1990,2.0,0,0,7,0,1220
2.0,2470,2.0,0,0,7,500,1310
1.75,2251,1.0,0,1,8,861,2520
2.25,1763,2.0,0,0,8,0,1763
1.0,860,1.0,0,0,7,0,1200
2.0,1450,1.0,0,0,7,0,2050
1.5,1510,1.0,0,0,7,0,1650
1.0,680,1.0,0,0,5,0,1070
1.0,1040,1.0,0,0,6,0,1380
1.5,980,2.0,0,0,7,140,1100
2.0,1810,2.0,0,0,8,0,2140
1.0,1440,1.0,0,0,6,360,1620
1.5,1220,1.0,0,0,6,0,1410
2.0,1270,1.5,0,0,7,0,1160
1.5,1450,1.0,0,0,8,0,1460
2.0,1470,1.5,0,0,7,0,1470
1.0,1190,1.0,0,0,7,0,1410
1.5,1120,1.0,0,0,7,0,1790
1.0,1840,1.0,0,0,7,800,2040
1.75,1260,1.0,0,0,7,440,1260
1.0,1200,1.0,0,0,6,0,1010
1.0,1330,1.0,0,0,6,0,1300
1.0,1130,1.0,0,0,7,0,1440
0.75,680,1.0,0,0,5,0,1580
1.0,940,1.5,0,0,7,0,1420
1.75,1150,1.0,0,0,7,0,1330
1.0,770,1.0,0,0,6,0,1140
1.0,980,1.0,0,0,6,0,980
4.25,5770,2.0,1,4,11,0,4620
2.25,4760,2.5,0,0,9,1370,2950
4.5,5770,1.0,0,3,9,2610,2950
2.75,2950,2.0,0,0,7,1140,2000
3.5,2880,1.0,0,0,8,1190,2530
3.5,5470,2.0,0,0,11,880,3600
1.5,2140,2.0,0,0,9,240,2020
2.5,3520,2.0,0,0,10,0,3210
2.75,2790,1.0,0,0,9,1110,2380
2.25,2020,1.0,0,2,8,810,2660
4.5,4600,2.0,0,0,9,1400,4480
3.0,3180,2.0,0,0,9,0,3110
2.5,1580,3.0,0,0,9,0,1610
2.0,1660,1.0,0,0,7,660,1700
3.25,3800,2.0,0,3,9,0,2480
2.75,2910,2.0,0,0,8,0,1760
2.5,2030,2.0,0,0,7,0,1790
2.5,2280,2.0,0,0,9,0,2400
2.5,1870,2.0,0,0,8,0,1940
2.5,3240,2.0,0,0,8,0,2570
